Gene	corr	p.value	p.adj	Module
PLCE1-AS1	0.207227154162472	0.0668823921184931	1	MEblue
AC024651.1	0.405318169479944	0.00021097653895251	0.0957833486844394	MEblue
AC008667.4	0.324226767460692	0.00355639948928486	1	MEblue
AC022509.1	0.360747046574763	0.0010907807279274	0.45812790572951	MEblue
MIR4522	0.324203238531888	0.00355895008689352	1	MEblue
RN7SL678P	-0.0923443316560496	0.41827162501308	1	MEblue
AC068506.1	0.414076001953839	0.000148543557179471	0.0684986320738287	MEblue
OR1AC1P	-0.301855450694257	0.00686009924051188	1	MEblue
WFDC10A	0.243454842495128	0.030616137201908	1	MEblue
AL691482.3	0.605457943685992	3.39869056352706e-09	1.81150207035992e-06	MEblue
MTCYBP18	0.116255792733731	0.307586840608013	1	MEblue
RNU6-619P	0.221332608761515	0.0499634534710025	1	MEblue
CETP	-0.259185911822356	0.0210803428795185	1	MEblue
SGCA	0.164050102890803	0.148548992778918	1	MEblue
AC093726.2	-0.206600468096356	0.0677300114810133	1	MEblue
RNU6ATAC2P	0.164346528154646	0.147806702827009	1	MEblue
AC113137.1	0.277788602953933	0.013187034018483	1	MEblue
MIR212	0.633397348563915	3.74383262583625e-10	2.01792578532574e-07	MEblue
HK2P1	0.331761241361805	0.00281875234661551	1	MEblue
RPS14P4	0.418934686477577	0.000121757098543375	0.0567388079212129	MEblue
AP005131.5	0.324783808916768	0.00349648892862012	1	MEblue
AC110491.3	0.300864931291404	0.0070546595897386	1	MEblue
HIST1H1T	0.285972556135188	0.0106230182332239	1	MEblue
SNX19P3	0.245469243690067	0.0292218072964492	1	MEblue
UCMA	0.0993855131190792	0.383515052143019	1	MEblue
AL022313.2	0.406077555321331	0.000204732388951377	0.0933579693618281	MEblue
MS4A6E	-0.19072664778034	0.0922417981072068	1	MEblue
AL390198.2	0.137781920382831	0.225934572594388	1	MEblue
AP003049.2	0.229754763066173	0.0416609618824614	1	MEblue
LINC01351	-0.231145514236438	0.0404069177466768	1	MEblue
OR5P4P	-0.131676873402044	0.247370486418414	1	MEblue
SLC34A3	0.169077294048845	0.136333199702895	1	MEblue
AP000462.1	0.300682942321791	0.00709092975926459	1	MEblue
HLA-DQB2	-0.208513826145758	0.0651689485932112	1	MEblue
AKR1C4	-0.295861276540909	0.00811358015081538	1	MEblue
RPL12P36	0.302824618889436	0.00667432276577047	1	MEblue
AC132872.4	0.579647207079368	2.17545486692068e-08	1.14211380513336e-05	MEblue
CLUHP10	-0.4439083471325	4.17151166613821e-05	0.0201066862307862	MEblue
LINC00354	0.24046384160486	0.0327895040904015	1	MEblue
AC079942.1	0.153892413773775	0.175702746915773	1	MEblue
AC087164.1	0.702576677030941	5.34151616006698e-13	2.91646782339657e-10	MEblue
MCHR2	-0.275050937918319	0.014156916828824	1	MEblue
LINC00973	0.284931815106587	0.0109228638388061	1	MEblue
AC114488.3	-0.28751809652662	0.010190980872451	1	MEblue
AL137100.1	0.463829991057426	1.66831306927727e-05	0.00817473403945863	MEblue
PRR13P3	-0.290337741127114	0.00944217202434973	1	MEblue
AP000436.1	-0.272692032488878	0.0150415081165971	1	MEblue
LINC02648	-0.274006001960594	0.0145430568668329	1	MEblue
RPSAP31	0.128649903546606	0.258500512527066	1	MEblue
Z75746.1	0.162483696094076	0.152517895012618	1	MEblue
AC012569.1	-0.276057783760525	0.0137932741252353	1	MEblue
AC100839.2	-0.480477579910909	7.41504773182656e-06	0.00367786367498597	MEblue
AC026396.1	-0.414736032307295	0.000144610314924034	0.0670991861247516	MEblue
AC018761.2	0.277312845287389	0.0133513272335653	1	MEblue
AC006449.1	0.345154546843351	0.00183799192785898	0.73703476307145	MEblue
AC022748.2	0.202832300184385	0.0730108966962357	1	MEblue
IL18RAP	0.0857511837939918	0.452405728466356	1	MEblue
AC023908.1	-0.262285603787757	0.0195367034439307	1	MEblue
AP001468.1	-0.288070533924697	0.0100403171323668	1	MEblue
CACNA1C-IT2	0.30690330493551	0.00594019609304864	1	MEblue
AC020658.6	-0.357636714830059	0.00121297734840048	0.5045985769346	MEblue
AL136988.1	0.153415872530826	0.177060302123993	1	MEblue
OR7E157P	0.165149748874052	0.145809295452827	1	MEblue
AL627309.6	-0.13313048979163	0.242144267452977	1	MEblue
MTCYBP33	-0.193581692163327	0.0873811625688882	1	MEblue
AC025475.1	0.282226667740565	0.011736970327525	1	MEblue
HBZ	0.341060355249319	0.00209882336696043	0.826936406582411	MEblue
MEDAG	0.358879425149415	0.00116274073066768	0.484862884688423	MEblue
AL442663.1	-0.159027214164774	0.161554859134908	1	MEblue
AP005264.3	-0.172255338216131	0.129012658804747	1	MEblue
LINC02257	0.15392941197229	0.175597666924564	1	MEblue
HSPA8P18	-0.213663416413786	0.0586632484494186	1	MEblue
EIF1P6	-0.244054115676849	0.0301955971385619	1	MEblue
AC020558.3	-0.231572830921966	0.0400279663254934	1	MEblue
HAPLN1	-0.295459208594768	0.00820443046021667	1	MEblue
FOXL2NB	-0.246380184949393	0.0286090841711938	1	MEblue
AC005410.1	0.229368759614653	0.0420146935463317	1	MEblue
MIR4672	-0.21168261242941	0.0611001473882903	1	MEblue
LRP4-AS1	0.15114967194885	0.183621103946142	1	MEblue
AL136368.1	0.233408982657903	0.0384331108863398	1	MEblue
ARG1	0.296317828317421	0.00801149017388439	1	MEblue
AC073648.4	0.385211165821395	0.000455621069262532	0.202295754752564	MEblue
AL158847.1	-0.235757315667724	0.0364708827424515	1	MEblue
AC027601.1	0.336449710371145	0.00243201489019334	0.946053792285209	MEblue
FOXL1	0.245647417048731	0.0291010999968213	1	MEblue
OR7E145P	0.255542950168078	0.0230265765570204	1	MEblue
AC021517.1	0.324855990943401	0.00348879191207151	1	MEblue
AC122719.1	-0.23810848651262	0.0345908353826445	1	MEblue
Z82206.1	-0.190269794835788	0.0930389632358606	1	MEblue
RPL23AP3	-0.202307560158606	0.0737718026878577	1	MEblue
ERVK-28	0.260035257674869	0.0206473474313734	1	MEblue
PRB2	-0.311810104583944	0.00515222855507838	1	MEblue
AC009108.3	-0.302113621584885	0.00681017161048883	1	MEblue
CYP1B1	0.411230273901746	0.000166658466647914	0.0764962361913927	MEblue
THAP12P5	-0.337877186250956	0.00232411257643416	0.908728017385757	MEblue
PCGF7P	0.217643809625761	0.0540055154565093	1	MEblue
SNORA15	-0.270694733708478	0.0158274159883424	1	MEblue
AL031728.1	0.359484664826722	0.00113896303974834	0.477225513654553	MEblue
ATP6V0E1P3	-0.228680284492183	0.0426517933537781	1	MEblue
AC079777.1	-0.398733181419726	0.000272947944693484	0.123099523056761	MEblue
WBP1LP2	-0.167399446496986	0.140322717471453	1	MEblue
MIRLET7C	-0.22037429356154	0.0509888412421984	1	MEblue
KLRC3	0.158477029671828	0.163029135132124	1	MEblue
HNRNPMP1	0.156959219243384	0.167147800513456	1	MEblue
ABCB10P4	-0.282495556865951	0.0116537536025177	1	MEblue
MIR651	0.241719774003997	0.0318616220535879	1	MEblue
AC022726.1	0.337581283379015	0.00234611995525198	0.914986782548272	MEblue
RPL9P5	0.247674972279114	0.0277568670919111	1	MEblue
AP000345.1	-0.32873191803427	0.0030970425329107	1	MEblue
RF01947	0.247341586197548	0.0279742208140176	1	MEblue
MIR2116	0.308197131870613	0.00572271676179696	1	MEblue
OR1L8	0.277403088550268	0.01332002795903	1	MEblue
DKK4	-0.150932332511624	0.184259471230513	1	MEblue
AC008805.1	0.191085065527544	0.0916201658210168	1	MEblue
AL353764.1	0.368706777805813	0.000827197529210585	0.356522135089762	MEblue
RASD1	0.832071664542124	2.11481093335109e-21	1.23081996321033e-18	MEblue
MGAT4D	0.208754563225913	0.0648523386776965	1	MEblue
RPSAP15	0.210443308705628	0.0626661715462182	1	MEblue
HMGN2P7	-0.219185979761451	0.0522842534552881	1	MEblue
DARS-AS1	0.602773658355669	4.1544440479768e-09	2.21016423352366e-06	MEblue
Z73429.1	0.209493724329246	0.0638879841067068	1	MEblue
AC010468.1	0.170142596164955	0.133845088790031	1	MEblue
MB	-0.135677843441467	0.233170410985629	1	MEblue
CHMP1B-AS1	0.273588384947524	0.0146999080349447	1	MEblue
MIR1179	-0.289307506185909	0.00970999727724303	1	MEblue
AC073896.5	-0.363302496152066	0.000998857414657283	0.422516686400031	MEblue
CPHL1P	0.205224236018805	0.0696218322704945	1	MEblue
MTND2P12	0.313562597832659	0.00489411466912116	1	MEblue
KPNA7	0.251094708127475	0.0256085835198479	1	MEblue
ST13P18	0.246685939322001	0.0284058724865998	1	MEblue
TMC2	-0.260992187682043	0.0201686346884314	1	MEblue
MIRLET7F2	-0.185884764391121	0.100968911225552	1	MEblue
AC144530.1	0.23880167726258	0.0340522898532994	1	MEblue
LINC02324	-0.427720925615478	8.43240176542016e-05	0.0398852603504374	MEblue
NDUFB8P2	0.177014928838929	0.118614120447039	1	MEblue
DKFZP434K028	0.238172332861399	0.0345409362626639	1	MEblue
AC015853.3	0.263120109543317	0.0191380472513674	1	MEblue
SNORA59B	0.352117229258878	0.00146069919396532	0.598886669525782	MEblue
AC068491.4	0.25802886434002	0.0216826662830233	1	MEblue
MCRIP2P2	0.174197116661235	0.124689524123098	1	MEblue
AC008489.1	0.240966036326776	0.0324157970090944	1	MEblue
NCF1B	0.229064021932559	0.0422957104766089	1	MEblue
AL645608.1	0.298333953122571	0.00757402497259374	1	MEblue
AC123767.1	-0.297021532559453	0.00785634219336685	1	MEblue
AL353784.1	0.144895418251564	0.202639761735923	1	MEblue
MIR6809	0.435531381272563	6.03114876763475e-05	0.0288288911092941	MEblue
LDHBP3	0.178576737156117	0.115346202552016	1	MEblue
AC137695.1	-0.260454279538436	0.0204365458980014	1	MEblue
AC234782.1	-0.249067328242863	0.0268644764002359	1	MEblue
MIR455	0.316611011110735	0.00447234905424177	1	MEblue
HCAR3	0.196680834802707	0.0823366692559944	1	MEblue
PRDX3P1	0.27622215671575	0.0137346818957418	1	MEblue
RNU4-33P	0.222342735683191	0.048901037329299	1	MEblue
USP8P1	0.309534823561625	0.00550529457780038	1	MEblue
AC115621.1	0.121259214867104	0.287088375976792	1	MEblue
MIR1284	-0.29431133526324	0.00846873001993298	1	MEblue
AC013248.1	0.202467146683799	0.0735397226018128	1	MEblue
LINC00514	0.186545159750984	0.0997419760628381	1	MEblue
FGF7P8	-0.227793419013329	0.0434842614348307	1	MEblue
AL606490.2	-0.27183649515305	0.015373925116432	1	MEblue
LINC02234	0.174660745195543	0.123673880830831	1	MEblue
RF00086	0.192419755402438	0.0893342911912729	1	MEblue
AP001341.1	-0.119473813430927	0.294296659867278	1	MEblue
AC013391.3	0.341457672176193	0.00207212776006328	0.820562592985057	MEblue
ZNF192P2	-0.288634112520023	0.00988862237167474	1	MEblue
BNIP3P42	0.22221863440593	0.0490305524575805	1	MEblue
AL031687.1	0.242608571040478	0.0312183984037852	1	MEblue
FOSL2	0.889533776172014	6.46657199507272e-28	3.81527747709291e-25	MEblue
RNU6-293P	0.217514056541303	0.0541524268385598	1	MEblue
AC091152.1	-0.281746451089671	0.0118868753408014	1	MEblue
AC131649.2	0.306632598356643	0.00598661195951851	1	MEblue
ZSCAN10	0.274680279167097	0.0142928607378238	1	MEblue
PSG1	0.246031434230313	0.0288423693169434	1	MEblue
C16orf92	0.125255358706023	0.271381234072512	1	MEblue
CR392039.5	0.131761964766866	0.247062438687919	1	MEblue
FAM3D-AS1	0.261693111957783	0.0198240439886774	1	MEblue
MCHR2-AS1	-0.204974083698408	0.0699702260448987	1	MEblue
ENPEP	0.185410808927204	0.101856705945641	1	MEblue
AL627443.1	0.3127186460138	0.0050169478166473	1	MEblue
KNOP1P2	-0.255156027466262	0.0232420001893174	1	MEblue
AL136298.3	-0.266917372855711	0.0174108693673931	1	MEblue
AC092364.1	-0.130433791788588	0.251900762541418	1	MEblue
AC006146.1	0.221316448003154	0.0499806037494318	1	MEblue
SETP20	-0.172912417512081	0.127537155774245	1	MEblue
AC114546.3	0.271950170727862	0.0153293947401763	1	MEblue
AL355994.4	0.252027910839508	0.0250474453113672	1	MEblue
MTND1P8	0.215735661193666	0.0561991453241254	1	MEblue
RPS20P22	0.695239044087738	1.1675668560394e-12	6.36323936541474e-10	MEblue
TMED10P2	0.31447826672013	0.00476386657178419	1	MEblue
AC012414.5	0.210995766296626	0.0619640953096003	1	MEblue
MIR4663	-0.263935340787731	0.0187553505492987	1	MEblue
MIR941-5	0.190336973688569	0.092921403736489	1	MEblue
ADGRE3	0.187066149945967	0.0987822904667093	1	MEblue
AC141424.1	-0.213079684208485	0.0593730221770903	1	MEblue
RNU6-520P	-0.278172747640155	0.0130556589612113	1	MEblue
AC093107.1	-0.235246276061968	0.0368906181491257	1	MEblue
AL158850.1	-0.271609185324193	0.0154633045378995	1	MEblue
AC130456.3	-0.189703081696352	0.0940353450958804	1	MEblue
AP000350.6	-0.512411667112813	1.3826900041393e-06	0.000163157420488438	MEbrown
CYP4F24P	0.489440377273321	4.70716022131939e-06	0.000480130342574578	MEbrown
AC253536.6	0.409747512731604	0.00017688452960903	0.00972864912849665	MEbrown
OVCH2	-0.600312102403234	4.98623001115548e-09	8.92535171996831e-07	MEbrown
OR5P1P	-0.618578041770667	1.23933106443131e-09	2.3671223330638e-07	MEbrown
OPTC	0.526608319092239	6.19410534363959e-07	7.74263167954949e-05	MEbrown
LTF	0.567039532709523	5.0883666951722e-08	7.83608471056519e-06	MEbrown
AC012501.1	0.523805687183151	7.27922360230063e-07	8.88065279480677e-05	MEbrown
AC044810.2	-0.599541291647399	5.27781205022232e-09	9.39450544939574e-07	MEbrown
OR5P3	-0.619714207033725	1.13315933318149e-09	2.20966069970391e-07	MEbrown
AC104237.3	-0.63140988388764	4.41210675364549e-10	8.9124556423639e-08	MEbrown
OR5P2	-0.603198740591774	4.0249227861913e-09	7.36560869873009e-07	MEbrown
PLVAP	0.500089539032412	2.69721409689549e-06	0.000296693550658504	MEbrown
LPAR3	0.654212829070469	6.22886010257928e-11	1.32674720184939e-08	MEbrown
SCNN1A	0.55597023213043	1.04257960815451e-07	1.55344361615021e-05	MEbrown
AC104237.2	-0.623676354951083	8.26836029468362e-10	1.63713533834736e-07	MEbrown
CXCL10	0.413028620712964	0.000154988203833867	0.00867933941469655	MEbrown
MXRA5	0.780078371343154	2.40380503584702e-17	5.76913208603285e-15	MEbrown
H19	0.719604038254825	7.914423330892e-14	1.85197505942873e-11	MEbrown
MYOC	0.647582149737609	1.11948858075007e-10	2.33973113376764e-08	MEbrown
IGHG1	0.467453287152468	1.40341347895342e-05	0.00124903799626854	MEbrown
SLPI	0.716382245849048	1.14800897904417e-13	2.66338083138248e-11	MEbrown
IGKC	0.473044467411182	1.07059648263537e-05	0.00100636069367725	MEbrown
CLEC12A	0.678600586264814	6.32639563957709e-12	1.41078622762569e-09	MEbrown
DDTL	0.367787516773506	0.00085435687146616	0.0290481336298494	MEbrown
IGHA1	0.405409408794121	0.000210217154335293	0.0107210748711	MEbrown
TYR	0.75716402998679	6.82209155061328e-16	1.61683569749535e-13	MEbrown
HAS2	0.557592915449207	9.40042815441809e-08	1.41006422316271e-05	MEbrown
CHI3L2	0.779453349013656	2.64736423738646e-17	6.32720052735363e-15	MEbrown
FOLR2	0.636660169733092	2.85167907304666e-10	5.78890851828473e-08	MEbrown
CYB5R2	-0.598102638988965	5.86604950355048e-09	1.03242471262488e-06	MEbrown
MMP19	0.660083366460152	3.66158289111777e-11	7.94563487372557e-09	MEbrown
CPXM1	0.653590506443201	6.58525776672561e-11	1.39607464654583e-08	MEbrown
PLEKHS1	0.713398844601873	1.6126810763533e-13	3.70916647561259e-11	MEbrown
LEFTY2	0.637416521957771	2.67606946825227e-10	5.45918171523464e-08	MEbrown
CHMP4C	0.602633165542366	4.19811886744855e-09	7.59859515008187e-07	MEbrown
HLA-DQA1	0.649959058978922	9.08799036137774e-11	1.90847797588933e-08	MEbrown
PMEL	0.606356928605167	3.17633265685782e-09	5.8444520886184e-07	MEbrown
BARX2	0.543782304643127	2.22997723853344e-07	3.09966836156149e-05	MEbrown
TNFRSF11B	0.79449230405817	2.36958342845381e-18	5.71069606257369e-16	MEbrown
SLC34A2	0.716215542908028	1.17015255328849e-13	2.70305239809642e-11	MEbrown
MKI67	0.669363173537266	1.54283273341832e-11	3.4096603408545e-09	MEbrown
BEST2	0.619041513225217	1.19492132131593e-09	2.30619815013974e-07	MEbrown
TNXA	0.586843097651944	1.31775831303091e-08	2.22701154902224e-06	MEbrown
CD209	0.684126277859087	3.65425148864866e-12	8.29515087923247e-10	MEbrown
RFX4	0.302493109094577	0.00673736363924169	0.0429626358968641	MEbrown
GSX2	0.377931233140027	0.000595009512230846	0.0249903995136955	MEbrown
MLANA	0.56923475079737	4.39979290890234e-08	6.95167279606569e-06	MEbrown
PRSS33	0.482053345626386	6.85201133492433e-06	0.000671497110822584	MEbrown
RNASE2	0.540951549334212	2.6493232168525e-07	3.62957280708792e-05	MEbrown
TNFSF14	0.60658095852155	3.12312043900801e-09	5.77777281216482e-07	MEbrown
CWH43	0.567835064433833	4.82778297128198e-08	7.53134143519988e-06	MEbrown
AC060834.1	0.427984078961769	8.33882636369663e-05	0.00525487881285429	MEbrown
SCNN1B	0.573645502805473	3.27457702752698e-08	5.27206901431844e-06	MEbrown
AC012400.1	0.496044674429693	3.33989511642668e-06	0.000357368777457654	MEbrown
CD69	0.589650174665335	1.08009559401687e-08	1.86856537764918e-06	MEbrown
LRRC8E	0.482443721567366	6.71885773445261e-06	0.000665166915710809	MEbrown
SELP	0.340280927067851	0.00215209288761333	0.0341785446743713	MEbrown
HLA-DQB1	0.427982581728281	8.33935603727037e-05	0.00525487881285429	MEbrown
SULT1C2	0.720483694508133	7.14376079633906e-14	1.67878378713968e-11	MEbrown
C1orf87	0.366289276728093	0.000900363590162694	0.0297119984753689	MEbrown
CR769776.2	0.392960724372385	0.000340593385781966	0.0160078891317524	MEbrown
CLEC19A	0.615483570441946	1.5788486509197e-09	2.98402395023824e-07	MEbrown
ADGRE1	0.643621460304071	1.57818128861403e-10	3.26683526743105e-08	MEbrown
CD48	0.639691927954842	2.20799230795223e-10	4.5484641543816e-08	MEbrown
AC092813.1	0.611705911940457	2.11432641239499e-09	3.97493365530258e-07	MEbrown
EMX2	0.49232168572204	4.05623772201074e-06	0.000425904960811128	MEbrown
MYOT	0.372377564017519	0.000726394483699597	0.0276029903805847	MEbrown
VNN2	0.616838434049927	1.42050127566096e-09	2.69895242375583e-07	MEbrown
TACSTD2	0.601352658823284	4.61688924514998e-09	8.31040064126997e-07	MEbrown
BMP5	0.532962262358663	4.27251684692837e-07	5.63972223794545e-05	MEbrown
AC243772.3	0.445879199730946	3.81955267179953e-05	0.00275007792369566	MEbrown
FGFBP2	0.6610827303179	3.34102063270464e-11	7.31683518562316e-09	MEbrown
CCR2	0.62108349723282	1.01673067999503e-09	1.99279213279025e-07	MEbrown
AC139495.3	0.526172489644861	6.35216866772592e-07	7.87668914798014e-05	MEbrown
FST	0.621743669312217	9.64769122265867e-10	1.90059517086376e-07	MEbrown
LILRA4	0.320543149581685	0.0039761474725118	0.0429626358968641	MEbrown
HIST1H3F	0.534222090040254	3.96560742229169e-07	5.27425787164794e-05	MEbrown
VNN1	0.596688078188384	6.50502423803327e-09	1.13837924165582e-06	MEbrown
TMEM155	0.297081995719267	0.00784313559966329	0.0429626358968641	MEbrown
LINC01440	0.41451357903205	0.000145925084895816	0.00831772983906148	MEbrown
TNFRSF8	0.643825797331188	1.55065671619999e-10	3.22536596969599e-08	MEbrown
AC116096.1	0.42834873086725	8.21074814508482e-05	0.00525487881285429	MEbrown
DNAH11	0.535907085900044	3.58760037427269e-07	4.84326050526813e-05	MEbrown
ASCL2	0.529786149853573	5.14897637390364e-07	6.6421795223357e-05	MEbrown
COL13A1	0.589283816977882	1.10861733235995e-08	1.90682181165912e-06	MEbrown
CD38	0.553831785614095	1.19398169613188e-07	1.73127345939123e-05	MEbrown
AL031056.1	0.587798409525301	1.2317795865727e-08	2.10634309303932e-06	MEbrown
AC044810.3	-0.574221903586167	3.14957730773187e-08	5.10231523852564e-06	MEbrown
OPN5	0.508695211079986	1.6960784155001e-06	0.000195049017782511	MEbrown
CLEC17A	0.581780714526113	1.87736664385755e-08	3.11642862880353e-06	MEbrown
HLA-DRB1	0.550535093432666	1.46885443252771e-07	2.10046183851462e-05	MEbrown
LYVE1	0.585609049135105	1.43730362354598e-08	2.41467008755725e-06	MEbrown
SIGLEC11	0.599002821011685	5.4910728709546e-09	9.71919898158964e-07	MEbrown
LINC01010	0.587169650676862	1.28774505606719e-08	2.18916659531423e-06	MEbrown
FCER1A	0.471937020581499	1.12999023853028e-05	0.00105089092183316	MEbrown
CNTNAP3C	0.359074789791227	0.00115501686019624	0.032247173490463	MEbrown
FAM181A	0.357038356104967	0.00123786003251351	0.032247173490463	MEbrown
ENTPD8	0.52098668249223	8.5500697399728e-07	0.000102600836879674	MEbrown
CCR5	0.68044272915972	5.27555492874945e-12	1.19227541389738e-09	MEbrown
AL031651.2	0.456431416801162	2.36044438177028e-05	0.00186475106159852	MEbrown
AC144450.1	0.497774157645871	3.04923898755066e-06	0.000329317810655472	MEbrown
MIR4450	0.470808179345997	1.19369398252465e-05	0.00108626152409744	MEbrown
GPR141	0.670636176815633	1.36704381417465e-11	3.03483726746773e-09	MEbrown
NAPSB	0.490748443004555	4.40035983775422e-06	0.000457637423126439	MEbrown
RHEX	0.4288230819911	8.0468665385577e-05	0.0052304632500625	MEbrown
FCGBP	0.853007473521208	1.8986087784692e-23	4.65159150724954e-21	MEbrown
LINC01761	0.471041531006807	1.18025605107736e-05	0.00108583556699117	MEbrown
